LINE,STATION,YEAR,SURVEY_DATE_USED,WHETHER_SURVEYED,IN_0200_0600,OUT_0200_0600,IN_0600_0930,OUT_0600_0930,IN_0930_1500,OUT_0930_1500,IN_1500_1830,OUT_1500_1830,IN_1830_0200,OUT_1830_0200,IN_24_HOURS,OUT_24_HOURS,RANK,STATION_SORT_ID
Bankstown,Wiley Park,2005,11/05/2004,No,10,10,890,190,270,240,220,750,40,250,1430,1430,129,610
Bankstown,Punchbowl,2005,12/05/2004,No,40,20,1430,280,610,450,360,1520,80,260,2520,2520,77,611
Bankstown,Bankstown,2005,12/05/2004,No,130,70,2500,1540,2590,2420,1890,2580,290,810,7400,7400,29,612
Bankstown,Yagoona,2005,12/05/2004,No,30,10,990,140,300,300,200,840,50,260,1570,1570,116,613
Bankstown,Birrong,2005,19/03/2003,No,10,10,310,240,180,160,230,280,30,90,760,760,167,614
Bankstown,Berala,2005,25/05/2005,Yes,10,10,1050,130,300,340,280,980,40,210,1680,1680,109,615
Bankstown,Regents Park,2005,24/05/2005,Yes,30,10,620,580,390,330,820,750,60,260,1920,1920,97,616
Bankstown,Sefton,2005,25/05/2005,Yes,10,10,430,290,210,130,290,440,30,100,970,970,148,617
Bankstown,Chester Hill,2005,19/03/2003,No,30,10,810,340,530,530,320,710,60,160,1750,1750,106,618
Bankstown,Leightonfield,2005,25/05/2005,Yes,0,0,20,130,60,90,110,20,40,10,230,230,220,619
Bankstown,Villawood,2005,31/05/2005,Yes,10,10,290,110,180,190,140,280,40,90,660,660,175,620
Bankstown,Carramar,2005,18/03/2003,No,10,10,370,60,120,120,80,320,20,110,600,600,177,621
South,Flemington,2005,19/05/2005,Yes,20,20,760,690,720,710,750,720,140,250,2390,2390,82,701
South,Lidcombe,2005,25/08/2004,No,80,80,3560,1690,2110,1640,2050,3280,570,1680,8370,8370,24,702
South,Merrylands,2005,26/08/2004,No,90,50,2420,800,1190,1400,1240,2170,210,740,5150,5150,43,703
South,Guildford,2005,31/08/2004,No,50,20,1390,260,690,690,390,1250,120,420,2640,2640,73,704
South,Yennora,2005,26/05/2005,Yes,10,10,220,220,90,210,300,200,80,70,700,700,173,705
South,Fairfield,2005,18/10/2005,Yes,140,70,3710,1060,2310,2110,1470,3490,420,1320,8050,8050,25,706
South,Canley Vale,2005,26/05/2005,Yes,30,20,1040,150,340,290,210,890,50,330,1670,1670,111,707
South,Cabramatta,2005,1/09/2004,No,170,90,3870,1140,3020,3080,2010,4030,550,1280,9620,9620,20,708
South,Warwick Farm,2005,1/06/2005,Yes,40,20,1110,260,420,370,320,960,70,340,1960,1960,94,709
South,Liverpool,2005,2/09/2004,No,160,80,2940,2170,2450,2270,2680,2960,530,1280,8760,8760,23,710
South,Casula,2005,18/03/2003,No,0,0,100,20,40,40,30,90,10,30,180,180,232,711
Olympic Park,Olympic Park,2005,9/02/2005,Yes,0,0,20,250,250,370,380,70,60,20,710,710,172,801
Western,Auburn,2005,17/08/2004,No,60,60,2750,1540,1780,1640,1750,2770,400,720,6740,6740,33,901
Western,Clyde,2005,17/08/2004,No,10,0,180,210,120,130,180,160,80,50,570,570,184,902
Western,Granville,2005,18/08/2004,No,100,50,2160,1160,1370,1230,1490,2070,380,990,5500,5500,41,903
Western,Harris Park,2005,18/05/2005,Yes,10,10,420,150,260,260,190,380,50,130,930,930,150,904
Western,Parramatta,2005,20/05/2004,No,470,230,4790,9710,5900,6120,11050,6420,3010,2730,25220,25220,4,905
Western,Westmead,2005,19/08/2004,No,100,60,2500,1830,1740,1640,1600,2120,490,770,6430,6430,36,906
Western,Wentworthville,2005,7/09/2004,No,40,20,1260,170,430,380,260,1110,70,380,2060,2060,91,907
Western,Pendle Hill,2005,16/09/2004,No,40,20,1200,360,570,540,450,1070,100,370,2360,2360,83,908
Western,Toongabbie,2005,15/09/2004,No,30,20,1010,200,380,360,260,880,60,300,1740,1740,107,909
Western,Seven Hills,2005,1/04/2003,No,120,60,3930,1010,1140,1080,1300,3460,220,1100,6710,6710,34,910
Western,Blacktown,2005,8/04/2003,No,280,130,6530,2920,4130,3580,3560,6960,730,1640,15230,15230,11,911
Western,Marayong,2005,12/05/2005,Yes,20,10,430,170,250,240,220,400,50,140,970,970,148,912
Western,Quakers Hill,2005,11/05/2005,Yes,40,20,1540,340,470,390,370,1290,50,430,2470,2470,80,913
Western,Schofields,2005,7/06/2005,Yes,20,10,490,20,110,100,40,400,10,140,670,670,174,914
Western,Riverstone,2005,12/05/2005,Yes,20,10,570,200,240,220,220,500,40,160,1090,1090,141,915
Western,Vineyard,2005,18/05/2005,Yes,0,0,10,10,10,10,10,10,0,0,30,30,273,916
Western,Mulgrave,2005,7/06/2005,Yes,0,0,130,50,50,40,50,110,10,40,240,240,218,917
Western,Windsor,2005,17/05/2005,Yes,30,10,510,100,210,210,190,400,50,260,990,990,147,918
Western,Clarendon,2005,17/05/2005,Yes,0,0,40,20,30,30,20,40,10,10,100,100,248,919
Western,East Richmond,2005,17/05/2005,Yes,10,0,110,120,40,120,170,100,50,30,380,380,196,920
Western,Richmond,2005,17/05/2005,Yes,20,10,480,100,190,170,140,420,30,160,860,860,160,921
Western,Doonside,2005,2/06/2005,Yes,30,20,1100,200,350,310,250,940,50,320,1780,1780,104,922
Western,Rooty Hill,2005,16/09/2004,No,40,20,1390,210,390,360,270,1170,50,380,2140,2140,85,923
Western,Mount Druitt,2005,31/05/2005,Yes,130,60,4180,660,1610,1360,830,3520,200,1340,6950,6950,32,924
Western,St Marys,2005,25/03/2003,No,70,40,2160,860,990,780,970,2020,160,660,4350,4350,47,925
Western,Werrington,2005,2/04/2003,No,20,10,710,80,220,190,130,610,30,210,1110,1110,139,926
Western,Kingswood,2005,2/09/2004,No,70,40,1420,760,1140,1130,940,1350,230,520,3800,3800,55,927
Western,Penrith,2005,27/08/2004,No,250,80,3500,1530,2500,2310,2270,3710,730,1610,9250,9250,21,928
Western,Emu Plains,2005,19/05/2005,Yes,30,20,1090,200,350,300,250,930,50,340,1770,1770,105,929
Carlingford,Rosehill,2005,28/07/2005,Yes,0,0,20,20,30,40,30,20,10,10,90,90,250,1001
Carlingford,Camellia,2005,28/07/2005,Yes,0,0,0,20,10,10,20,10,10,0,40,40,264,1002
Carlingford,Rydalmere,2005,28/07/2005,Yes,10,0,20,190,50,90,180,20,60,10,320,320,205,1003
Carlingford,Dundas,2005,28/07/2005,Yes,10,0,100,20,60,30,10,130,10,20,190,190,229,1004
Carlingford,Telopea,2005,28/07/2005,Yes,10,0,160,10,60,30,50,200,10,50,290,290,209,1005
Carlingford,Carlingford,2005,28/07/2005,Yes,10,0,250,120,100,60,110,210,10,80,480,480,187,1006
Inner West,Macdonaldtown,2005,26/10/2005,Yes,10,10,390,140,250,250,120,280,50,140,820,820,162,1101
Inner West,Newtown,2005,3/05/2005,Yes,40,40,1640,690,1150,930,790,1410,450,1010,4070,4070,51,1102
Inner West,Stanmore,2005,4/05/2005,Yes,20,20,1360,680,440,430,780,1070,80,480,2680,2680,72,1103
Inner West,Petersham,2005,10/05/2005,Yes,30,30,1250,940,870,710,920,1140,180,420,3250,3250,63,1104
Inner West,Lewisham,2005,10/05/2005,Yes,10,10,750,350,370,330,390,680,80,220,1600,1600,114,1105
Inner West,Summer Hill,2005,12/05/2005,Yes,20,20,1500,270,530,470,370,1290,80,450,2500,2500,79,1106
Inner West,Ashfield,2005,1/06/2004,No,90,90,4630,1530,2710,2270,2160,4150,590,2140,10180,10180,18,1107
Inner West,Croydon,2005,5/05/2005,Yes,10,10,1180,530,270,310,540,850,70,350,2070,2070,89,1108
Inner West,Burwood,2005,17/03/2004,No,110,110,4220,2460,3290,3130,3460,4440,930,1870,12010,12010,15,1109
Inner West,Strathfield,2005,18/05/2005,Yes,160,160,6780,3570,4560,3610,4920,6810,1520,3790,17940,17940,6,1110
Inner West,Homebush,2005,21/08/2002,No,10,10,510,480,450,430,500,480,80,160,1550,1550,118,1111
Northern via Strathfield,North Strathfield,2005,8/04/2003,No,10,10,970,350,340,250,450,910,70,320,1840,1840,102,1201
Northern via Strathfield,Concord West,2005,10/04/2003,No,20,20,920,390,660,660,510,900,140,280,2250,2250,84,1202
Northern via Strathfield,Rhodes,2005,1/11/2005,Yes,20,20,370,840,150,740,1190,340,330,110,2060,2060,91,1203
Northern via Strathfield,Meadowbank,2005,9/04/2003,No,30,30,1220,860,980,590,630,1340,270,320,3130,3130,64,1204
Northern via Strathfield,West Ryde,2005,3/04/2003,No,80,40,2270,870,1060,1000,1110,2160,330,770,4850,4850,44,1205
Northern via Strathfield,Denistone,2005,18/03/2003,No,0,0,250,20,60,50,30,220,10,60,350,350,199,1206
Northern via Strathfield,Eastwood,2005,10/04/2003,No,100,50,3260,740,1400,1200,950,2730,270,1260,5980,5980,40,1207
Northern via Strathfield,Epping,2005,11/03/2004,No,130,70,4090,1690,1450,1610,1880,3640,460,1010,8010,8010,26,1208
Northern via Macquarie Park,Cheltenham,2005,1/04/2003,No,10,10,610,510,240,130,440,500,20,160,1320,1320,135,1304
Northern via Macquarie Park,Beecroft,2005,27/03/2003,No,30,20,1610,110,260,280,190,1310,40,410,2130,2130,86,1305
Northern via Macquarie Park,Pennant Hills,2005,2/04/2003,No,60,30,2230,660,580,510,960,2140,100,590,3930,3930,54,1306
Northern via Macquarie Park,Thornleigh,2005,25/03/2003,No,40,20,1150,140,380,330,220,1010,60,350,1850,1850,100,1307
Northern via Macquarie Park,Normanhurst,2005,26/03/2003,No,20,10,640,760,290,210,700,510,30,180,1680,1680,109,1308
North Shore,Milsons Point,2005,24/05/2005,Yes,60,60,1910,2320,1340,1320,2530,1730,520,940,6360,6360,37,1401
North Shore,North Sydney,2005,24/05/2005,Yes,210,200,1870,14520,3420,3800,13700,2350,2720,1060,21920,21920,5,1402
North Shore,Waverton,2005,26/05/2005,Yes,20,20,1080,170,420,360,260,940,70,350,1850,1850,100,1403
North Shore,Wollstonecraft,2005,26/05/2005,Yes,20,20,1340,90,470,270,130,1190,40,430,2000,2000,93,1404
North Shore,St Leonards,2005,25/05/2005,Yes,130,120,2700,6630,2560,2520,6280,2630,1450,1210,13120,13120,14,1405
North Shore,Artarmon,2005,19/05/2005,Yes,70,40,2300,620,770,930,830,1780,240,850,4210,4210,48,1406
North Shore,Chatswood,2005,19/05/2005,Yes,160,150,3830,6110,4210,3920,7240,4930,1660,1990,17100,17100,8,1407
North Shore,Roseville,2005,25/05/2005,Yes,20,20,1540,290,490,460,420,1240,140,610,2610,2610,75,1408
North Shore,Lindfield,2005,24/05/2005,Yes,30,30,2150,530,960,1030,710,1900,190,540,4040,4040,52,1409
North Shore,Killara,2005,3/06/2004,No,20,20,1730,210,370,370,250,1430,40,380,2410,2410,81,1410
North Shore,Gordon,2005,3/06/2004,No,40,40,3070,950,860,790,1240,2610,250,1070,5460,5460,42,1411
North Shore,Pymble,2005,25/05/2005,Yes,20,20,1270,760,430,300,800,1290,120,270,2640,2640,73,1412
North Shore,Turramurra,2005,25/05/2005,Yes,30,30,2330,330,650,650,440,1960,100,580,3550,3550,58,1413
North Shore,Warrawee,2005,27/10/2005,Yes,10,10,460,440,100,80,500,380,10,160,1080,1080,142,1414
North Shore,Wahroonga,2005,26/10/2005,Yes,20,10,1170,480,280,290,560,900,40,390,2070,2070,89,1415
North Shore,Waitara,2005,25/05/2005,Yes,50,20,1620,1060,640,420,970,1360,60,470,3340,3340,61,1416
North Shore,Hornsby,2005,19/05/2005,Yes,190,100,4840,2330,2440,2490,2970,4390,840,1980,11280,11280,16,1417
North Shore,Asquith,2005,18/05/2005,Yes,20,10,570,630,310,210,560,490,40,150,1500,1500,123,1418
North Shore,Mount Colah,2005,25/10/2005,Yes,20,10,510,10,110,80,20,420,0,150,660,660,175,1419
North Shore,Mount Kuring-gai,2005,20/03/2003,No,0,0,200,20,40,40,30,180,10,40,280,280,210,1420
North Shore,Berowra,2005,30/04/2002,No,20,10,1270,80,140,100,90,960,20,410,1540,1540,119,1421
South Coast,Helensburgh,2005,2/03/2000,No,10,10,700,20,100,70,30,630,10,120,850,850,161,1501
South Coast,Otford,2005,26/07/2005,Yes,0,0,40,0,10,0,0,40,0,10,50,50,257,1502
South Coast,Stanwell Park,2005,26/07/2005,Yes,0,0,140,10,20,20,10,130,0,20,170,170,234,1503
South Coast,Coalcliff,2005,21/09/2005,Yes,0,0,10,0,10,10,10,10,0,0,30,30,273,1504
South Coast,Scarborough,2005,21/09/2005,Yes,0,0,20,0,0,0,0,20,0,0,20,20,277,1505
South Coast,Wombarra,2005,1/09/2005,Yes,0,0,30,0,10,0,0,20,0,10,40,40,264,1506
South Coast,Coledale,2005,1/09/2005,Yes,0,0,30,0,10,10,0,20,0,10,40,40,264,1507
South Coast,Austinmer,2005,1/09/2005,Yes,10,0,120,0,20,10,0,100,0,30,150,150,235,1508
South Coast,Thirroul,2005,19/06/2001,No,20,10,460,50,160,130,70,410,20,140,730,730,170,1509
South Coast,Bulli,2005,1/09/1994,No,20,0,180,230,150,120,220,170,20,60,590,590,178,1510
South Coast,Woonona,2005,23/08/1995,No,10,0,170,60,80,70,70,160,10,50,340,340,201,1511
South Coast,Bellambi,2005,23/08/1995,No,10,0,180,130,90,70,120,160,10,60,410,410,192,1512
South Coast,Corrimal,2005,23/08/1995,No,20,0,350,70,110,100,80,300,20,100,580,580,182,1513
South Coast,Towradgi,2005,23/08/1995,No,10,0,110,30,50,50,40,100,10,30,220,220,223,1514
South Coast,Fairy Meadow,2005,1/09/1994,No,10,0,180,30,60,60,40,160,10,60,300,300,207,1515
South Coast,North Wollongong,2005,24/08/2004,No,50,10,220,870,270,260,650,230,310,140,1500,1500,123,1516
South Coast,Wollongong,2005,13/06/2001,No,90,20,820,420,470,420,570,800,150,450,2100,2100,88,1517
South Coast,Coniston,2005,28/10/2004,No,30,10,220,110,170,180,140,220,30,70,590,590,178,1518
South Coast,Lysaghts,2005,22/06/2005,Yes,0,0,0,10,0,0,10,0,0,0,20,20,277,1519
South Coast,Cringila,2005,22/06/2005,Yes,0,0,10,30,10,10,30,30,10,0,60,60,253,1520
South Coast,Port Kembla North,2005,22/06/2005,Yes,0,0,10,20,10,20,30,30,10,0,60,60,253,1521
South Coast,Port Kembla,2005,22/06/2005,Yes,10,0,50,60,60,40,50,80,20,20,190,190,229,1522
South Coast,Unanderra,2005,21/09/2004,No,50,10,270,80,140,140,100,250,30,90,590,590,178,1523
South Coast,Kembla Grange Racecourse,2005,15/02/1996,No,0,0,0,0,0,0,0,0,0,0,0,0,295,1524
South Coast,Dapto,2005,20/08/1996,No,30,10,510,100,150,140,90,380,40,190,820,820,162,1525
South Coast,Albion Park,2005,20/03/2001,No,10,0,150,30,90,90,90,160,20,90,360,360,197,1526
South Coast,Oak Flats,2005,20/03/2001,No,30,10,340,120,170,170,170,220,60,260,770,770,166,1527
South Coast,Dunmore (Shellharbour),2005,20/03/2001,No,0,0,20,10,0,0,0,10,0,0,20,20,277,1528
South Coast,Minnamurra,2005,20/03/2001,No,0,0,80,0,20,30,20,80,10,20,130,130,239,1529
South Coast,Bombo,2005,20/03/2001,No,0,0,10,0,10,0,0,20,10,0,30,30,273,1530
South Coast,Kiama,2005,20/03/2001,No,20,0,130,30,180,170,70,130,30,90,430,430,190,1531
South Coast,Gerringong,2005,20/03/2001,No,0,0,30,0,10,10,10,30,0,10,50,50,257,1532
South Coast,Berry,2005,20/03/2001,No,0,0,40,10,30,30,20,50,10,10,100,100,248,1533
South Coast,Bomaderry (Nowra),2005,20/03/2001,No,10,0,130,10,140,130,40,130,10,70,330,330,203,1534
Southern Highlands,Menangle Park,2005,11/05/2000,No,0,0,20,0,0,0,0,20,0,0,20,20,277,1601
Southern Highlands,Menangle,2005,11/05/2000,No,0,0,10,0,0,0,0,10,0,0,10,10,285,1602
Southern Highlands,Douglas Park,2005,11/05/2000,No,0,0,40,0,10,10,0,30,0,20,50,50,257,1603
Southern Highlands,Picton,2005,11/05/2000,No,10,0,170,20,10,30,20,90,0,70,210,210,227,1604
Southern Highlands,Tahmoor,2005,11/05/2000,No,0,0,130,10,40,40,20,90,0,40,190,190,229,1605
Southern Highlands,Bargo,2005,14/06/2001,No,0,0,90,0,20,20,10,70,0,30,120,120,240,1606
Southern Highlands,Yerrinbool,2005,11/05/2000,No,0,0,20,0,0,0,10,20,10,10,40,40,264,1607
Southern Highlands,Mittagong,2005,11/05/2000,No,0,0,50,10,50,30,20,50,0,20,120,120,240,1608
Southern Highlands,Bowral,2005,11/05/2000,No,0,0,80,30,70,90,60,50,10,30,220,220,223,1609
Southern Highlands,Burradoo,2005,11/05/2000,No,0,0,10,0,0,0,0,0,0,0,10,10,285,1610
Southern Highlands,Moss Vale,2005,11/05/2000,No,0,0,50,40,50,40,40,40,10,20,150,150,235,1611
Southern Highlands,Exeter,2005,8/05/1997,No,0,0,10,0,0,0,0,10,0,0,10,10,285,1612
Southern Highlands,Bundanoon,2005,8/05/1997,No,0,0,20,0,20,20,10,20,0,10,50,50,257,1613
Southern Highlands,Penrose,2005,8/05/1997,No,0,0,0,0,0,0,0,0,0,0,0,0,295,1614
Southern Highlands,Wingello,2005,8/05/1997,No,0,0,0,0,10,0,0,10,0,0,10,10,285,1615
Southern Highlands,Tallong,2005,8/05/1997,No,0,0,0,0,0,0,0,0,0,0,0,0,295,1616
Southern Highlands,Marulan,2005,8/05/1997,No,0,0,10,0,10,0,0,10,0,10,20,20,277,1617
Southern Highlands,Goulburn,2005,8/05/1997,No,0,0,40,0,10,40,30,0,10,40,90,90,250,1618
Blue Mountains,Lapstone,2005,26/08/2004,No,10,0,110,0,20,10,0,90,0,30,140,140,237,1701
Blue Mountains,Glenbrook,2005,25/08/2004,No,40,10,480,50,120,80,90,450,10,160,740,740,169,1702
Blue Mountains,Blaxland,2005,15/09/2004,No,70,10,650,60,100,90,80,560,30,210,930,930,150,1703
Blue Mountains,Warrimoo,2005,21/09/2004,No,10,0,90,0,10,10,0,70,0,30,110,110,244,1704
Blue Mountains,Valley Heights,2005,16/09/2004,No,10,0,90,10,30,30,10,90,0,30,140,140,237,1705
Blue Mountains,Springwood,2005,30/05/2001,No,180,0,1120,240,280,260,310,1060,70,390,1960,1960,94,1706
Blue Mountains,Faulconbridge,2005,4-7&15/04/2005,Yes,30,0,210,10,40,40,20,190,0,60,300,300,207,1707
Blue Mountains,Linden,2005,4-7&15/04/2005,Yes,0,0,10,0,10,0,0,10,0,0,20,20,277,1708
Blue Mountains,Woodford,2005,4-7&15/04/2005,Yes,20,0,160,10,30,30,20,140,0,40,230,230,220,1709
Blue Mountains,Hazelbrook,2005,4-7&15/04/2005,Yes,40,0,290,10,60,70,20,260,10,80,420,420,191,1710
Blue Mountains,Lawson,2005,4-7&15/04/2005,Yes,20,0,150,30,50,60,40,140,10,40,270,270,213,1711
Blue Mountains,Bullaburra,2005,4-7&15/04/2005,Yes,10,0,150,80,40,20,60,130,0,40,260,260,215,1712
Blue Mountains,Wentworth Falls,2005,4-7&15/04/2005,Yes,40,10,260,250,150,150,260,220,20,100,730,730,170,1713
Blue Mountains,Leura,2005,4-7&15/04/2005,Yes,30,0,150,50,70,110,60,140,20,50,330,330,203,1714
Blue Mountains,Katoomba,2005,4-7&15/04/2005,Yes,50,10,320,180,500,590,390,380,90,180,1350,1350,132,1715
Blue Mountains,Medlow Bath,2005,4-7&15/04/2005,Yes,0,0,10,0,20,10,0,10,0,0,30,30,273,1716
Blue Mountains,Blackheath,2005,4-7&15/04/2005,Yes,30,0,150,10,70,70,10,140,0,50,260,260,215,1717
Blue Mountains,Mount Victoria,2005,4-7&15/04/2005,Yes,40,0,90,20,30,30,50,90,0,60,210,210,227,1718
Blue Mountains,Bell,2005,4-7&15/04/2005,Yes,0,0,0,0,0,0,0,0,0,0,0,0,295,1719
Blue Mountains,Zig Zag,2005,4-7&15/04/2005,Yes,0,0,0,0,0,0,0,0,0,0,0,0,295,1720
Blue Mountains,Lithgow,2005,4-7&15/04/2005,Yes,10,0,120,30,150,110,30,130,10,50,320,320,205,1721
Central Coast,Cowan,2005,31/08/1993,No,0,0,60,0,0,0,0,50,0,10,60,60,253,1801
Central Coast,Hawkesbury River,2005,17/08/1993,No,20,0,130,30,40,40,30,130,10,30,230,230,220,1802
Central Coast,Wondabyne,2005,23/08/1995,No,0,0,10,0,0,0,0,10,0,0,10,10,285,1803
Central Coast,Woy Woy,2005,1/09/2004,No,580,40,2720,200,520,610,250,2290,100,1020,4170,4170,49,1804
Central Coast,Koolewong,2005,23/08/1995,No,10,0,90,0,10,10,0,80,0,30,110,110,244,1805
Central Coast,Tascott,2005,23/08/1995,No,20,0,160,10,30,30,10,140,0,50,220,220,223,1806
Central Coast,Point Clare,2005,17/08/1993,No,20,0,160,20,20,30,20,140,0,40,220,220,223,1807
Central Coast,Gosford,2005,15/09/2004,No,520,60,2620,1030,1690,1180,1270,2380,130,1570,6230,6230,38,1808
Central Coast,Narara,2005,23/08/1995,No,60,10,410,20,80,70,30,360,10,130,590,590,178,1809
Central Coast,Niagara Park,2005,8/09/1994,No,20,0,170,20,40,40,20,160,10,50,260,260,215,1810
Central Coast,Lisarow,2005,23/08/1995,No,10,0,120,110,100,90,110,120,20,40,360,360,197,1811
Central Coast,Ourimbah,2005,23/08/1995,No,30,0,200,80,120,130,90,200,20,60,460,460,189,1812
Central Coast,Tuggerah,2005,1/03/2000,No,120,10,870,110,230,240,140,760,30,270,1390,1390,130,1813
Central Coast,Wyong,2005,16/09/2004,No,170,20,800,190,390,750,480,720,100,270,1940,1940,96,1814
Newcastle,Warnervale,2005,2/11/2005,Yes,20,0,170,30,40,50,40,150,10,40,280,280,210,1901
Newcastle,Wyee,2005,3/11/2005,Yes,30,0,230,10,80,60,10,220,0,60,350,350,199,1902
Newcastle,Morisset,2005,2/03/2000,No,50,10,560,80,140,150,100,480,20,140,870,870,159,1903
Newcastle,Dora Creek,2005,Estimate 2004,No,0,0,70,10,30,20,20,60,0,20,120,120,240,1904
Newcastle,Awaba,2005,Estimate 2004,No,0,0,20,10,10,10,10,20,0,10,40,40,264,1905
Newcastle,Fassifern,2005,22/07/2004,No,30,0,290,70,70,60,80,260,10,80,480,480,187,1906
Newcastle,Booragul,2005,18/07/1995,No,0,0,30,30,40,50,40,30,10,10,120,120,240,1907
Newcastle,Teralba,2005,18/07/1995,No,0,0,40,10,10,10,10,30,0,10,60,60,253,1908
Newcastle,Cockle Creek,2005,18/07/1995,No,0,0,10,10,20,20,10,10,0,0,40,40,264,1909
Newcastle,Cardiff,2005,21/07/2004,No,50,10,250,90,140,90,100,290,40,110,580,580,182,1910
Newcastle,Kotara,2005,18/07/1995,No,0,0,10,10,20,20,10,10,0,10,40,40,264,1911
Newcastle,Adamstown,2005,18/07/1995,No,0,0,20,20,30,30,20,20,10,10,80,80,252,1912
Newcastle,Broadmeadow,2005,20/07/2004,No,60,10,290,350,220,180,330,280,30,110,930,930,150,1913
Newcastle,Hamilton,2005,19/06/2003,No,40,10,180,230,350,290,270,260,90,140,930,930,150,1914
Newcastle,Wickham,2005,9/12/2003,No,10,0,30,160,110,100,170,70,20,10,340,340,201,1915
Newcastle,Civic,2005,19/06/2003,No,30,10,80,320,270,250,370,180,40,20,790,790,165,1916
Newcastle,Newcastle,2005,19/06/2003,No,50,20,250,300,680,810,410,190,70,130,1460,1460,127,1917
Hunter,Waratah,2005,16/10/2001,No,0,0,100,100,150,150,120,120,30,30,400,400,194,2001
Hunter,Warabrook (University),2005,9/03/2005,Yes,10,10,50,340,190,270,300,100,200,30,750,750,168,2002
Hunter,Sandgate,2005,16/10/2001,No,0,0,10,10,10,10,20,20,0,0,40,40,264,2003
Hunter,Hexham,2005,16/10/2001,No,0,0,10,20,10,20,20,10,10,0,50,50,257,2004
Hunter,Tarro,2005,16/10/2001,No,0,0,20,0,0,10,0,10,0,0,20,20,277,2005
Hunter,Beresfield,2005,16/10/2001,No,0,0,180,80,140,110,70,180,10,40,400,400,194,2006
Hunter,Thornton,2005,16/10/2001,No,0,0,160,30,60,80,50,150,10,20,280,280,210,2007
Hunter,Metford,2005,16/10/2001,No,0,0,100,20,50,60,20,90,10,10,180,180,232,2008
Hunter,Victoria Street,2005,16/10/2001,No,0,0,190,50,120,120,80,180,20,50,410,410,192,2009
Hunter,East Maitland,2005,16/10/2001,No,0,0,20,40,40,40,50,20,0,10,110,110,244,2010
Hunter,High Street,2005,16/10/2001,No,0,0,30,40,40,40,30,40,10,0,110,110,244,2011
Hunter,Maitland,2005,16/10/2001,No,0,10,190,110,190,210,150,190,20,50,550,550,185,2012
Hunter,Telarah,2005,24/08/2004,No,0,0,110,30,60,50,50,120,20,30,240,240,218,2013
Hunter,Mindaribba,2005,24/08/2004,No,0,0,0,0,0,0,0,0,0,0,0,0,295,2014
Hunter,Paterson,2005,24/08/2004,No,0,0,10,0,0,0,0,10,0,0,10,10,285,2015
Hunter,Martins Creek,2005,24/08/2004,No,0,0,10,0,0,0,0,0,0,0,10,10,285,2016
Hunter,Hilldale,2005,24/08/2004,No,0,0,0,0,0,0,0,0,0,0,0,0,295,2017
Hunter,Wallarobba,2005,24/08/2004,No,0,0,0,0,0,0,0,0,0,0,0,0,295,2018
Hunter,Wirragulla,2005,24/08/2004,No,0,0,0,0,0,0,0,0,0,0,0,0,295,2019
Hunter,Dungog,2005,24/08/2004,No,0,0,20,0,10,20,10,20,0,0,40,40,264,2020
Hunter,Lochinvar,2005,24/08/2004,No,0,0,10,0,0,0,0,0,0,0,10,10,285,2021
Hunter,Greta,2005,24/08/2004,No,0,0,0,0,0,0,0,0,0,0,0,0,295,2023
Hunter,Branxton,2005,24/08/2004,No,0,0,20,0,0,0,0,10,0,10,20,20,277,2024
Hunter,Singleton,2005,24/08/2004,No,0,0,30,10,0,0,10,30,10,10,50,50,257,2026
Hunter,Muswellbrook,2005,24/08/2004,No,0,0,10,0,30,10,0,30,10,10,50,50,257,2027
Hunter,Aberdeen,2005,24/08/2004,No,0,0,0,0,0,0,0,0,0,10,10,10,285,2028
Hunter,Scone,2005,24/08/2004,No,10,0,0,0,0,0,0,10,0,0,10,10,285,2029
CBD,Central,2004,20/05/2004,Yes,560,550,7600,31960,17550,23560,34260,11320,12510,5100,72480,72480,1,101
